Scraping_Date,Type,Description,Bedrooms,Bathrooms,Area,Down Payment,Location,Price
2025-03-31,Chalet,Chalet for sale in very prime location in CALI coast,2,2,173 Sq. M.,"Down payment: EGP 480,000","Cali Coast, North Coast, Matruh","9,600,000"
2025-03-31,Villa,READY TO MOVE VILLA FOR SALE UP TO 6 y NEW CAIRO,4,4,210 Sq. M.,"Down payment: EGP 914,517","The MarQ Compound, 5th Settlement, New Cairo, Cairo","13,500,000"
2025-03-31,Apartment,FULLY FINISHED APARTMENT FOR SALE FROM SODIC UP TO 8 years,3,3,159 Sq. M.,"Down payment: EGP 740,000","Karmell Compound, Sheikh Zayed, Giza","14,800,000"
2025-03-31,Apartment,fully finished apartment close to Arkan plaza mall,3,3,170 Sq. M.,"Down payment: EGP 990,000","Swan Lake West, Sheikh Zayed, Giza","19,800,000"
2025-03-31,Apartment,FULLY FINISHED APARTMENT CLOSE TO Arkan plaza mall the best view,3,3,169 Sq. M.,"Down payment: EGP 745,000","Palm Parks Compound, 6th of October, Giza","14,900,000"
2025-03-31,Apartment,FULLY FINISHED APARTMENT CLOSE TO MALL ARABIA FROM SAWIRIS,3,3,185 Sq. M.,"Down payment: EGP 640,000","O West Compound, 6th of October, Giza","12,800,000"
2025-03-31,Apartment,"Apartment for sale in Maadi View Compound, 129 m, 7-year installment",2,2,129 Sq. M.,"Down payment: EGP 600,000","Maadi View, Shorouk City, Cairo","5,580,000"
2025-03-31,Apartment,fully finished ready to move apartment for sale close to HYPER,3,3,164 Sq. M.,0% Down Payment,"Village West Compound, Sheikh Zayed, Giza","9,700,000"
2025-03-31,Apartment,READY TO MOVE FULL FINISHED APARTMENT IN NEW CAIRO,2,2,125 Sq. M.,"Down payment: EGP 2,975,000","Fifth Square Compound, 5th Settlement, New Cairo, Cairo","11,900,000"
2025-03-31,Twin House,twin house ready to move in prime location with,4,4,302 Sq. M.,"Down payment: EGP 1,400,000","Badya Palm Hills Compound, 6th of October, Giza","28,000,000"
2025-03-31,Apartment,FULLY FINISHED APARTMENT READY TO MOVE CLOSE to mivida EMAAR,3,3,155 Sq. M.,0% Down Payment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","9,800,000"
2025-03-31,Chalet,luxury Chalet directly on lagoon fully finished in Silver Sands Extension,2,2,145 Sq. M.,0% Down Payment,"Silver Sands, North Coast, Matruh","22,800,000"
2025-03-31,Apartment,READY TO MOVE APARTMENT IN NEW CAIRO UP TO 7 YEARS,2,2,125 Sq. M.,"Down payment: EGP 1,050,000","Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","10,500,000"
2025-03-31,Apartment,"Apartment for Sale 3 Bed at the Best Price, Prime Location in El Tagamoa El Awal, near Almaza Mall.",3,2,166 Sq. M.,N/A,"1st Settlement, New Cairo, Cairo","3,930,000"
2025-03-31,Apartment,Compound Rovan Views by EPD Apartment with Garden Area: 105m In Very Prime Location,2,2,105 Sq. M.,"Down payment: EGP 534,938","Green Revolution Compound, Sheikh Zayed, Giza","5,340,000"
2025-03-31,Apartment,fully finished apartment for sale close to sodic Beverly hills,2,3,145 Sq. M.,"Down payment: EGP 490,000","Naia West Compound, Sheikh Zayed, Giza","9,800,000"
2025-03-31,Penthouse,Ready to move Penthouse Fully Finished seaview prime location,2,2,142 Sq. M.,0% Down Payment,"La Vista Topaz of Ain Sokhna, Ain Sukhna, Suez","7,800,000"
2025-03-31,Apartment,Ready To Move  Apartment  Resale Installments  Greenary View Very Prime Location,3,2,143 Sq. M.,0% Down Payment,"VYE Sodic Compound, Sheikh Zayed, Giza","3,700,000"
2025-03-31,Duplex,Limited Offer 5%Down Payment Get Duplex Without Interest Prime Location,3,4,180 Sq. M.,0% Down Payment,"Karmell Compound, Sheikh Zayed, Giza","9,000,000"
2025-03-31,Villa,"Don’t Miss Our Eid  Offer, Own a Villa with 50% discount",4,3,212 Sq. M.,N/A,"New Cairo, Cairo","8,500,000"
2025-03-31,Apartment,Luxury Finished Resale Apartment Park View At The Best Location,3,3,172 Sq. M.,"Down payment: EGP 3,905,000","Solana, Sheikh Zayed, Giza","10,914,000"
2025-03-31,Villa,Own a Villa at Half Price in New Cairo Exclusive Limited-Time Offer!,4,4,239 Sq. M.,0% Down Payment,"New Cairo, Cairo","10,000,000"
2025-03-31,Apartment,"A prime location (3 bedrooms) apartment for sale with a fantastic view of the landscape, with a discount of up to 50% and easy payment plans over 12 y",3,2,166 Sq. M.,0% Down Payment,"5th Settlement, New Cairo, Cairo","6,500,000"
2025-03-31,Apartment,Apartment for sale with 3% down payment and installments over 10 years - Fully Finished - in Palm Hills New Cairo,1,2,70 Sq. M.,"Down payment: EGP 284,610","Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,487,000"
2025-03-31,Townhouse,"Urgent Sale , Price Reduced! Luxury Villa with ACs Near Madinaty  , Super Lux Finished",4,3,175 Sq. M.,N/A,"New Cairo, Cairo","9,800,000"
2025-03-31,Apartment,"Move-in ready apartment in R7’s prime location, on the Central Axis, next to the British University, and near major city landmarks!",2,3,147 Sq. M.,N/A,"Scenario, New Capital City, Cairo","4,783,288"
2025-03-31,Apartment,Exclusive Offer 5% Down Payment Get Loft with Garden  Over 7 Yrs Installments Luxury Finished Prime Location,3,3,150 Sq. M.,0% Down Payment,"June Sodic, North Coast, Matruh","17,200,000"
2025-03-31,Apartment,"Two-bedroom apartment, first row on the lagoon, for sale ready to move in the Latin Quarter, with luxurious finishing (ultra super lux)",2,2,130 Sq. M.,"Down payment: EGP 523,000","Latin District, Alamein, Matruh","5,230,000"
2025-03-31,Apartment,Apartment fully finished for sale at new zayed over 8 years ready to move,2,2,120 Sq. M.,"Down payment: EGP 500,000","VYE Sodic Compound, Sheikh Zayed, Giza","10,500,000"
2025-03-31,Chalet,Sea View chalet Fully finished  Near Delivery 2026 With Lowest Downpayment 25% prime location,2,2,147 Sq. M.,0% Down Payment,"Azha, Ain Sukhna, Suez","8,000,000"
2025-03-31,Townhouse,"Your Perfect Investment in TOWNHOUSE 171 m + 185 m Garden, Compound, Fully Finished",3,3,171 Sq. M.,"Down payment: EGP 1,872,222","6th Settlement, New Cairo, Cairo","18,722,224"
2025-03-31,Townhouse,Special Offer 5% Down Payment Corner Town House  Installment Over 8 years Prime Location,3,3,190 Sq. M.,0% Down Payment,"Jeera Compound, Sheikh Zayed, Giza","6,500,000"
2025-03-31,Apartment,In the Fifth Settlement a fully finished ultra super deluxe apartment in the Golden Square in front of Wadi Degla Club New Cairo and near AUC,3,2,162 Sq. M.,"Down payment: EGP 1,230,000","5th Settlement, New Cairo, Cairo","8,900,000"
2025-03-31,Villa,In Hyde Park Compound a villa for sale at the end of the southern ninety on the middle ring road next to Zed East Ora with installments over 10 years,6,3,240 Sq. M.,"Down payment: EGP 3,300,000","Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","22,700,000"
2025-03-31,Villa,Villa in New Zayed close to Waslet Dahshour with 5% DP Only & Installments over 12 Y,5,6,350 Sq. M.,"Down payment: EGP 620,000","Kingsway, 6th of October, Giza","12,400,000"
2025-03-31,Villa,Fully finished Europe villa in Mostakbl city / 6 million only,3,3,175 Sq. M.,N/A,"The Wonder MarQ, Mostakbal City, Cairo","9,500,000"
2025-03-31,Apartment,"Apartment for sale in Downtown - Immediate delivery - 11% down payment, installments over 7 years - North Coast",2,2,157 Sq. M.,"Down payment: EGP 847,000","Downtown, North Coast, Matruh","7,700,000"
2025-03-31,Townhouse,For sale a 245 m² townhouse super deluxe finishing immediate delivery in a prime location in New Cairo minutes from the Fifth Settlement,4,4,245 Sq. M.,N/A,"New Capital City, Cairo","16,300,000"
2025-03-31,Apartment,"Apartment for immediate sale, fully finished, in the Fifth Settlement, prime location in The Address East Compound",3,2,193 Sq. M.,"Down payment: EGP 1,396,182","The Address East Compound, 5th Settlement, New Cairo, Cairo","9,307,880"
2025-03-31,Villa,READY TO MOVE VILLA GARDEN FOR SALE CLOSE ARKAN MALL,4,5,220 Sq. M.,"Down payment: EGP 2,235,000","Mountain View iCity Compound, 6th of October, Giza","14,900,000"
2025-03-31,Villa,"For sale in installments over 5 years, a townhouse villa with a distinctive landscape view, Village West, Sheikh Zayed",4,4,226 Sq. M.,"Down payment: EGP 2,470,700","Village West Compound, Sheikh Zayed, Giza","24,707,000"
2025-03-31,Apartment,Lowest Down Payment Get Apartment Fully Finished Installment Prime Location In Village West,2,2,122 Sq. M.,"Down payment: EGP 3,105,000","Village West Compound, Sheikh Zayed, Giza","8,156,000"
2025-03-31,Apartment,Lowest Down payment get Apartment  - In Very Prime Location 5th Settlement  Install 10Years,3,3,161 Sq. M.,"Down payment: EGP 510,000","Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","10,200,000"
2025-03-31,Apartment,"Opportunity at a special price, 5% down payment in the first offering, apartment for sale + garden, 9-year installments, Sheikh Zayed CIV West",3,3,160 Sq. M.,"Down payment: EGP 355,000","Sheikh Zayed, Giza","7,100,000"
2025-03-31,Apartment,Limited Offer 10% Down Payment Apartment   Over 9Years Installments in The Most Prime Location,3,3,157 Sq. M.,0% Down Payment,"La Colina, Sheikh Zayed, Giza","10,117,000"
2025-03-31,Apartment,Apartment with Garden in El Shorouk City with 450K Down Payment,1,1,68 Sq. M.,"Down payment: EGP 452,859","Palm Island, Shorouk City, Cairo","3,019,064"
2025-03-31,Apartment,🏡 Own Your Future Now! A Luxury Apartment in Boardwalk at Competitive Prices with Installments Up to 10 Years! 🔥✨,3,2,222 Sq. M.,"Down payment: EGP 48,048","BOARDWALK, New Capital City, Cairo","4,804,800"
2025-03-31,Chalet,Fully finished chalet Near Delivery 2026 With Lowest Downpayment Sea View prime location,2,2,119 Sq. M.,0% Down Payment,"Azha, Ain Sukhna, Suez","7,000,000"
2025-03-31,Villa,"Ultra Super Lux Hotel Villa in the compound on the 90th Street, next to the American University AUC, the best location in New Cairo Hyde Park New Cair",5,5,370 Sq. M.,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","24,000,000"
2025-03-31,Villa,Villa in New Zayed near Alexandria desert road with 5% DP Only & Installments over 12 Y,5,6,331 Sq. M.,"Down payment: EGP 600,000","Kingsway, 6th of October, Giza","12,000,000"
2025-03-31,Chalet,"Chalet for sale, fully finished - immediate delivery - 5% down payment - installments over 9 years - New Alamein - North Coast",3,3,233 Sq. M.,"Down payment: EGP 750,550","Latin District, Alamein, Matruh","15,011,000"
2025-03-31,Chalet,"Chalet for sale, fully finished - immediate delivery - New Alamein - 5% down payment - installments over 12 years",2,2,121 Sq. M.,"Down payment: EGP 535,951","Latin District, Alamein, Matruh","10,719,020"
2025-03-31,Chalet,Eid Offer 5% Down Payment Get Chalet with Garden  Over 8 Yrs Installments With Kitchen & AC Luxury Finished  Ras Al-Hikma,3,3,157 Sq. M.,0% Down Payment,"Azha, North Coast, Matruh","8,000,000"
2025-03-31,Apartment,Apartment fully finished in Palm Hills New Cairo with 3% down payment and installments over 10 years,3,4,154 Sq. M.,"Down payment: EGP 574,650","Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","19,155,000"
2025-03-31,Apartment,Fully Finished Apartment in Mountain view icity with 1.5% DP & Installments over 12 y,3,3,165 Sq. M.,"Down payment: EGP 193,500","Mountain View iCity Compound, 6th of October, Giza","12,900,000"
2025-03-31,Apartment,"165 sqm apartment in Creek Town Compound, New Cairo, with easy installment options.",3,3,165 Sq. M.,"Down payment: EGP 1,785,000","Creek Town Compound, 5th Settlement, New Cairo, Cairo","11,900,000"
2025-03-31,Chalet,lagoon view chalet luxury finishing with zero % down payment,2,2,110 Sq. M.,0% Down Payment,"Makadi Heights, Hurghada, Red Sea","8,800,000"
2025-03-31,Apartment,"For sale apartment 145m Lugar Compound, Gates Company, 10 years installments, New Sheikh Zayed",3,3,145 Sq. M.,"Down payment: EGP 316,150","Lugar, Sheikh Zayed, Giza","12,646,000"
2025-03-31,Apartment,Lowest Price  Apartment Super Lux Installment Landscape View In Zed West,2,2,140 Sq. M.,"Down payment: EGP 3,350,000","ZED West Compound, Sheikh Zayed, Giza","9,500,000"
2025-03-31,Villa,Fully Finished Villa behind Mall of Arabia in Mountain View icity with 1.5% DP Only!,4,4,190 Sq. M.,"Down payment: EGP 307,500","Mountain View iCity Compound, 6th of October, Giza","20,500,000"
2025-03-31,Apartment,"Own an apartment with a 40% discount in Sarai on the Suez Road in front of Madinaty, area (112) Mostakbal City, Madinaty, Fifth Settlement,",2,2,112 Sq. M.,N/A,"Sarai, Mostakbal City, Cairo","3,500,000"
2025-03-31,Apartment,Exclusive offer from Palm Hills: Apartment for Sale 152 m in Capital Gardens Compound with 1.5% Down Payment and 12-Year Installment Plan,3,3,152 Sq. M.,"Down payment: EGP 180,135","Capital Gardens, Mostakbal City, Cairo","12,009,000"
2025-03-31,Apartment,Apartment for sale at a price below market value in a prime location with a 5% down payment in Hub Town Hassan Allam / Mostakbal City,2,2,130 Sq. M.,"Down payment: EGP 558,000","Haptown, Mostakbal City, Cairo","11,160,000"
2025-03-31,Apartment,"Own a ready-to-move apartment in R7’s prime location, on the Central Axis, next to the British University, and near top city landmarks! 🔥🚀",4,3,172 Sq. M.,N/A,"Scenario, New Capital City, Cairo","5,011,435"
2025-03-31,Villa,Fully finished with Ac’s villa for sale in The wonder marq with downpayment 5 % & 50 % cash discount,4,3,175 Sq. M.,"Down payment: EGP 715,000","The Wonder MarQ, Mostakbal City, Cairo","14,300,000"
2025-03-31,Apartment,With 5 % downpayment In Jayd Compound New Cairo & Felixable installments,3,2,153 Sq. M.,"Down payment: EGP 546,950","Jayd Compound, 5th Settlement, New Cairo, Cairo","10,939,000"
2025-03-31,Apartment,Apartment for sale with a palace area ​​430m directly view of Nile highest ROI in Maadi in Nile Pearl Tower next to Hilton,3,3,430 Sq. M.,N/A,"Corniche El Maadi, Maadi, Cairo","20,170,000"
2025-03-31,Apartment,Arkan Palm Launching Tallest Towers in West Cairo!,2,2,120 Sq. M.,"Down payment: EGP 1,150,000","Arkan Palm 205, Sheikh Zayed, Giza","23,400,000"
2025-03-31,Apartment,Apartment with Garden installment over 10 years in El Shorouk City Near to Open Air Mall,2,2,122 Sq. M.,"Down payment: EGP 618,150","Palm Capital, Shorouk City, Cairo","4,121,000"
2025-03-31,Apartment,"With the lowest down payment in the market, own an apartment with Palm Hills in the heart of the Fifth Settlement, super luxe finished, and pay in i",2,2,115 Sq. M.,"Down payment: EGP 700,000","Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","14,000,000"
2025-03-31,Apartment,"Ready-to-move-in apartment for sale in the Latin Quarter, North Coast, fully finished, immediate delivery, with a panoramic view of the sea directly",1,1,95 Sq. M.,N/A,"Latin District, Alamein, Matruh","3,830,000"
2025-03-31,Villa,A distinctive villa with the lowest price with full greenery view for sale in Azzar Compound New Cairo,4,3,194 Sq. M.,"Down payment: EGP 745,000","Azzar Compound, 5th Settlement, New Cairo, Cairo","14,900,000"
2025-03-31,Apartment,"3-bedroom apartment of 163 m for sale with an open view in The City, the capital, with installments over 10 years",3,2,163 Sq. M.,"Down payment: EGP 709,000","The City, New Capital City, Cairo","3,544,000"
2025-03-31,Apartment,"For sale, an apartment of 165 square meters, 3 bedrooms, in Jadeed, Fifth Settlement, second floor, with a distinctive view, to be delivered in Decemb",3,3,165 Sq. M.,"Down payment: EGP 4,100,000","Jayd Compound, 5th Settlement, New Cairo, Cairo","6,741,785"
2025-03-31,Apartment,"Ground floor apartment with a garden for sale, ready for immediate delivery, fully finished, and available for installments in The Address East",2,2,121 Sq. M.,"Down payment: EGP 3,000,000","The Address East Compound, 5th Settlement, New Cairo, Cairo","7,500,000"
2025-03-31,Apartment,🏡 Your Chance Now! Own a Luxury Apartment with Zero Down Payment & Installments Up to 10 Years in the Heart of the New Capital! 🏙️✨,3,3,209 Sq. M.,"Down payment: EGP 45,676","BOARDWALK, New Capital City, Cairo","4,567,585"
2025-03-31,Apartment,🏡 Golden Opportunity! Own a Luxury Apartment in the Heart of the New Capital with Zero Down Payment & Installments Up to 10 Years! 🏙️✨,3,3,194 Sq. M.,"Down payment: EGP 39,315","BOARDWALK, New Capital City, Cairo","3,931,510"
2025-03-31,Apartment,🏡 Zero Down Payment & 10-Year Installment Plan – Own Your Apartment in the Heart of the New Administrative Capital! 🏙️✨,2,2,127 Sq. M.,"Down payment: EGP 31,406","BOARDWALK, New Capital City, Cairo","3,140,610"
2025-03-31,Chalet,Chalet Seaview 5% Downpayment over 10 Years install prime location landscape view,2,2,85 Sq. M.,0% Down Payment,"IL Monte Galala, Ain Sukhna, Suez","7,100,000"
2025-03-31,Apartment,"Apartment for sale in Maadi View 3 rooms, ground floor with a garden, and in installments over the longest repayment period",3,3,138 Sq. M.,0% Down Payment,"Maadi View, Shorouk City, Cairo","5,450,000"
2025-03-31,Chalet,Chalet for sale 160m in La Vista Bay North Coast La VIsta Pay North Coast Immediate Receipt Fully Finished Sea View,3,2,160 Sq. M.,N/A,"La Vista Bay East, North Coast, Matruh","4,500,000"
2025-03-31,Townhouse,"Townhouse for sale at a price below market price in the heart of the Fifth Settlement in Palm Hills New Cairo Compound, open view to the landscape - p",4,3,200 Sq. M.,"Down payment: EGP 1,349,950","Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","26,999,000"
